Timestamp,AX,AY,AZ
2025-06-18 16:36:28.296,0.08,0.39,9.8
2025-06-18 16:36:28.314,0.08,0.39,9.79
2025-06-18 16:36:28.333,0.08,0.39,9.8
2025-06-18 16:36:28.351,0.08,0.39,9.8
2025-06-18 16:36:28.370,0.08,0.39,9.79
2025-06-18 16:36:28.398,0.08,0.38,9.79
2025-06-18 16:36:28.417,0.09,0.38,9.79
2025-06-18 16:36:28.435,0.08,0.38,9.79
2025-06-18 16:36:28.472,0.08,0.38,9.8
2025-06-18 16:36:28.491,0.08,0.38,9.8
2025-06-18 16:36:28.519,0.08,0.39,9.79
2025-06-18 16:36:28.537,0.08,0.39,9.79
2025-06-18 16:36:28.575,0.08,0.39,9.79
2025-06-18 16:36:28.593,0.08,0.39,9.79
2025-06-18 16:36:28.640,0.08,0.39,9.79
2025-06-18 16:36:28.659,0.08,0.38,9.8
2025-06-18 16:36:28.678,0.09,0.38,9.79
2025-06-18 16:36:28.696,0.09,0.38,9.79
2025-06-18 16:36:28.715,0.09,0.38,9.79
2025-06-18 16:36:28.733,0.08,0.39,9.79
2025-06-18 16:36:28.761,0.08,0.39,9.79
2025-06-18 16:36:28.780,0.08,0.38,9.8
2025-06-18 16:36:28.798,0.08,0.38,9.8
2025-06-18 16:36:28.817,0.09,0.39,9.8
2025-06-18 16:36:28.836,0.09,0.39,9.8
2025-06-18 16:36:28.854,0.08,0.39,9.79
